0,0,0,0,60000,600.000000,-0.080000,-0.080000,-0.080000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
-0.095325,-0.055504,-0.045498,0.003116,0.026193,-0.013264,-0.039664,-0.083170,-0.140946,-0.150571,-0.066223,0.054487,0.094325,0.248059,0.097728,0.042031,-0.084152,-0.136953,-0.037875,-0.068187,-0.044813,-0.002361,0.019161,0.076182,0.102146,0.058668,-0.056022,0.125065,-0.006438,0.091632,-0.017869,0.010648,-0.000239,-0.156641,-0.235098,-0.253470,-0.244022,-0.184131,-0.124310,0.060036,0.157885,0.277076,0.176800,0.212470,0.107367,0.088070,-0.090846,-0.023158,-0.037320,-0.072032,-0.120234,-0.164417,-0.236565,-0.220412,-0.279007,-0.134324,-0.059908,-0.071203,-0.055987,-0.013758,-0.100245,-0.108759,-0.235089,-0.107100,-0.077120,-0.009727,-0.029790,-0.030566,-0.056060,-0.034399,-0.064486,-0.054571,0.001717,0.009472,-0.034747,0.007147,0.047758,0.011592,0.041962,-0.052675,-0.107786,-0.019831,-0.126886,-0.105667,-0.113122,-0.093575,-0.092152,-0.071068,-0.095844,-0.067049,-0.056804,-0.078966,0.007926,0.048900,0.047756,0.023245,
-0.045458,0.012853,0.047050,0.095321,0.082795,0.062460,-0.001612,-0.102828,-0.216104,-0.255157,-0.155366,0.070534,0.271494,0.421023,0.165026,-0.004975,-0.274451,-0.347572,-0.300514,-0.138352,-0.019147,0.015123,0.000245,0.053464,0.170389,0.157942,0.055035,0.227466,0.122629,0.098643,0.026322,-0.063253,0.071924,-0.291004,-0.506711,-0.586169,-0.675832,-0.440762,-0.205771,0.008005,0.234070,0.265534,0.272578,0.229996,0.188859,0.114433,-0.037400,-0.117327,-0.120499,-0.214635,-0.281364,-0.354657,-0.347876,-0.356731,-0.427712,-0.306635,-0.150857,-0.156509,-0.164524,-0.108790,-0.260218,-0.247545,-0.349634,-0.173378,-0.101083,0.050885,-0.051697,-0.187815,-0.243990,-0.194128,-0.327112,-0.271361,-0.210261,-0.082183,-0.063895,0.028342,0.085248,0.098248,0.058023,-0.012453,-0.131059,-0.114789,-0.202879,-0.224168,-0.317601,-0.218780,-0.253296,-0.172082,-0.170309,-0.221767,-0.236207,-0.303624,-0.142485,0.016584,0.108278,0.086696,
0.106022,0.158574,0.153970,0.123970,0.079728,0.065290,-0.019121,-0.072122,-0.186514,-0.223316,-0.207496,0.021885,0.209325,0.145294,0.094469,-0.210076,-0.399185,-0.431202,-0.484340,-0.160768,-0.047262,0.036843,-0.041541,0.041296,0.156227,0.183600,0.299119,0.327820,0.201418,0.076000,0.002868,-0.033332,0.000194,-0.126632,-0.348020,-0.561261,-0.556852,-0.356357,-0.274015,-0.180774,-0.053956,-0.124494,-0.053571,0.043852,0.078582,-0.070812,-0.156426,-0.307399,-0.438727,-0.423255,-0.535019,-0.459821,-0.346176,-0.210325,-0.287177,-0.286007,-0.210444,-0.155121,-0.117229,-0.131421,-0.155042,-0.167513,-0.098109,0.006247,0.059291,0.096050,-0.117899,-0.364072,-0.451293,-0.385865,-0.463619,-0.416973,-0.434747,-0.341437,-0.224108,-0.056650,-0.018635,0.044767,0.000653,-0.022260,-0.075620,-0.132718,-0.055187,-0.073118,-0.111512,-0.161853,-0.090495,-0.147266,-0.138459,-0.297207,-0.398730,-0.527820,-0.493290,-0.266143,-0.096721,0.013306,
0.055709,0.219924,0.185960,0.080540,-0.064855,-0.100602,-0.204525,-0.205938,-0.200535,-0.233618,-0.164567,-0.038806,0.032051,-0.063569,-0.196141,-0.380621,-0.401162,-0.445992,-0.374056,-0.218074,-0.145238,-0.111771,-0.134587,0.016372,0.144012,0.202534,0.192579,0.287038,0.230842,0.165438,-0.022727,-0.025574,-0.114803,-0.121778,-0.209151,-0.315696,-0.260029,-0.050036,-0.077647,-0.167196,-0.135821,-0.195732,-0.285207,-0.133075,-0.172669,-0.381828,-0.585435,-0.637612,-0.692080,-0.623459,-0.689315,-0.585461,-0.394516,-0.269115,-0.440788,-0.439489,-0.402352,-0.333603,-0.215056,-0.119273,-0.080152,0.001508,0.096250,0.135828,0.178943,0.063946,-0.185000,-0.276233,-0.442814,-0.355329,-0.331483,-0.396867,-0.353669,-0.394896,-0.365360,-0.219493,-0.210889,-0.160845,-0.168886,-0.156443,-0.122268,-0.109584,0.031996,0.165819,0.196654,0.057157,0.060002,0.047916,0.025620,-0.184290,-0.364153,-0.443396,-0.529877,-0.403742,-0.282718,-0.118708,
-0.095161,0.128747,0.137958,0.047126,-0.158001,-0.266339,-0.343922,-0.325058,-0.277653,-0.237551,-0.176876,-0.132311,-0.081619,-0.122151,-0.352979,-0.408309,-0.413999,-0.432727,-0.209869,-0.191165,-0.170495,-0.267246,-0.277016,-0.071122,0.148522,0.149979,0.132976,0.111638,0.187883,0.126873,0.036746,-0.099828,-0.070063,-0.180992,-0.168878,-0.081501,-0.084759,-0.024352,0.048641,-0.149505,-0.154405,-0.220592,-0.186107,-0.218471,-0.322359,-0.497588,-0.659187,-0.770529,-0.720137,-0.721914,-0.577512,-0.589533,-0.457663,-0.444287,-0.489530,-0.507966,-0.524194,-0.433072,-0.315561,-0.180501,-0.089678,0.056990,0.162904,0.123222,0.097545,-0.095653,-0.139351,-0.275866,-0.352145,-0.314524,-0.331627,-0.254503,-0.220536,-0.235920,-0.289433,-0.302642,-0.298253,-0.301742,-0.288089,-0.250848,-0.245251,-0.115646,0.050047,0.257357,0.313070,0.186714,0.039463,0.166323,0.115457,-0.016854,-0.115519,-0.162443,-0.262974,-0.273782,-0.229970,-0.177122,
-0.066448,-0.059789,-0.022337,-0.149637,-0.283217,-0.432364,-0.466054,-0.361572,-0.238251,-0.122004,-0.112667,-0.149777,-0.177306,-0.110408,-0.156577,-0.354228,-0.408680,-0.396138,-0.294257,-0.153090,-0.126862,-0.231036,-0.229280,-0.072470,0.227832,0.206819,0.266324,0.258599,0.095099,0.033729,-0.132066,-0.144356,-0.124609,-0.064048,0.025074,0.044986,-0.036071,-0.093673,-0.203242,-0.366236,-0.436454,-0.418500,-0.266528,-0.133332,-0.130581,-0.287833,-0.548068,-0.632540,-0.651678,-0.573648,-0.429105,-0.400364,-0.429651,-0.451325,-0.346436,-0.393463,-0.388112,-0.296811,-0.154202,-0.097475,-0.040189,0.056270,0.101994,-0.003695,-0.110371,-0.213467,-0.272904,-0.356236,-0.327674,-0.372655,-0.385976,-0.285029,-0.212721,-0.178943,-0.179213,-0.248757,-0.207025,-0.254171,-0.304921,-0.370108,-0.332724,-0.253988,-0.129104,0.065916,0.178685,0.092210,0.087778,0.142338,0.107148,0.123666,0.138237,0.051484,-0.077405,-0.192602,-0.116890,-0.116077,
-0.020536,-0.118224,-0.159380,-0.292544,-0.418498,-0.517218,-0.460604,-0.314357,-0.104887,-0.011994,-0.002535,-0.036808,-0.051808,-0.028223,-0.027721,-0.234858,-0.345482,-0.283476,-0.337937,-0.234211,-0.184115,-0.180465,-0.086897,-0.085655,0.117354,0.271441,0.275602,0.338710,0.214170,0.101705,-0.164785,-0.173496,-0.160390,-0.013012,0.066294,0.081746,-0.022905,-0.015045,-0.176242,-0.385395,-0.528915,-0.530384,-0.307909,-0.104802,-0.019820,-0.210348,-0.537991,-0.665075,-0.607696,-0.439073,-0.368287,-0.283155,-0.290910,-0.355077,-0.327721,-0.250442,-0.229008,-0.208349,-0.057164,0.057713,0.036536,0.077178,0.082206,0.026190,-0.042859,-0.039803,-0.161838,-0.205376,-0.282993,-0.307434,-0.346669,-0.353816,-0.229946,-0.094303,-0.131986,-0.049741,-0.019581,-0.084924,-0.191507,-0.288836,-0.303663,-0.391412,-0.323789,-0.199643,-0.007502,0.098470,0.114127,0.126775,0.095161,0.153687,0.156364,0.048121,-0.145529,-0.146482,0.010372,0.026021,
-0.051627,-0.128061,-0.255599,-0.318327,-0.463716,-0.502350,-0.412330,-0.180572,-0.087667,-0.040858,0.011598,0.071501,0.129381,0.112648,-0.036550,-0.090028,-0.208671,-0.197902,-0.222959,-0.259597,-0.304953,-0.283255,-0.202498,-0.043274,0.073425,0.220555,0.278512,0.386768,0.328046,0.108813,0.016468,-0.153246,-0.136012,-0.042034,0.103136,-0.013074,-0.086061,-0.077859,-0.093832,-0.173952,-0.346366,-0.329192,-0.202354,-0.030398,-0.093466,-0.288728,-0.536243,-0.703796,-0.674942,-0.578747,-0.408168,-0.298786,-0.331475,-0.357398,-0.284672,-0.137020,-0.161593,-0.195056,-0.078464,0.067575,0.073345,0.087396,0.130281,0.207160,0.220927,0.105701,0.011856,-0.184540,-0.286939,-0.269248,-0.236939,-0.238211,-0.168819,-0.118945,-0.111897,0.005780,0.048956,0.052332,-0.022348,-0.098459,-0.160463,-0.274463,-0.308275,-0.243305,-0.052879,0.082914,0.139910,0.153923,0.148907,0.180578,0.133516,-0.028541,-0.253846,-0.081732,0.150696,0.184614,
