0,0,0,0,240000,2400.000000,-0.080000,-0.080000,-0.080000
z,RHO,U,V,W,UU,VV,WW,UV,UW,VW,UUU,VVV,WWW,UUW,VVW,T,TT,UT,VT,WT,TTT
4.000000,1.000004,0.268266,0.018366,0.000620,0.148703,0.024820,0.003153,0.001676,-0.000800,-0.000073,0.082918,0.001643,-0.000058,-0.000615,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.000000,1.000003,0.325583,0.014614,-0.000174,0.190070,0.020292,0.009049,0.001986,-0.003735,-0.000229,0.117662,0.001270,-0.000297,-0.003052,0.000052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.000000,1.000003,0.380098,0.009255,0.000136,0.232552,0.018914,0.013473,0.002205,-0.006212,-0.000408,0.158030,0.000753,-0.000371,-0.005592,0.000072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.000000,1.000003,0.456754,0.004759,-0.000116,0.293455,0.018292,0.015456,0.002007,-0.009298,-0.000483,0.214480,0.000549,0.000071,-0.009468,0.000151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.000000,1.000002,0.568935,0.000419,0.000071,0.394318,0.019280,0.014509,0.000486,-0.010574,-0.000478,0.306318,0.000225,0.000612,-0.013075,0.000106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.000000,1.000002,0.770162,-0.005279,-0.000119,0.654542,0.024840,0.014785,-0.004338,-0.012517,-0.000439,0.598256,-0.000284,0.000588,-0.019060,0.000151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.000000,1.000002,0.867967,-0.009053,0.000146,0.802823,0.026069,0.015154,-0.008399,-0.011672,-0.000293,0.781193,-0.000828,0.000477,-0.019734,0.000316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.000000,1.000002,0.952915,-0.011332,-0.000104,0.952795,0.026278,0.015278,-0.011001,-0.012010,-0.000266,0.991850,-0.001002,0.000423,-0.022174,0.000335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20.000000,1.000002,1.022526,-0.012432,0.000141,1.088260,0.024587,0.014960,-0.012612,-0.011428,-0.000143,1.199022,-0.001000,0.000358,-0.022971,0.000299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22.000000,1.000002,1.082648,-0.009759,-0.000087,1.214765,0.023667,0.014656,-0.009919,-0.011816,-0.000104,1.406434,-0.000714,0.000270,-0.024977,0.000198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.000000,1.000002,1.144158,-0.005966,0.000141,1.350952,0.022299,0.014152,-0.006308,-0.010989,-0.000056,1.640827,-0.000357,0.000143,-0.024999,0.000084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26.000000,1.000002,1.201541,-0.000619,-0.000076,1.487885,0.023138,0.014423,-0.000874,-0.011658,0.000004,1.893472,0.000098,0.000065,-0.027614,-0.000032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28.000000,1.000002,1.272682,0.005290,0.000157,1.667954,0.024795,0.014048,0.006668,-0.010433,0.000008,2.246054,0.000661,-0.000010,-0.026831,-0.000140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30.000000,1.000002,1.371873,0.006815,-0.000074,1.934464,0.029598,0.014106,0.008812,-0.010555,-0.000052,2.797870,0.001243,0.000016,-0.029115,-0.000303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32.000000,1.000002,1.303708,0.001742,0.000249,1.777121,0.028814,0.009052,0.002766,-0.013442,-0.000017,2.521615,0.000495,0.000024,-0.036140,-0.000023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.000000,1.000003,2.592869,-0.000997,-0.000127,6.769574,0.015191,0.002104,-0.002561,-0.005091,0.000091,17.793573,0.000006,0.000001,-0.025538,0.000054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36.000000,1.000003,3.999316,0.000067,0.000047,15.994591,0.000090,0.000077,0.000269,0.000173,-0.000000,63.967926,0.000000,0.000000,0.000634,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38.000000,1.000003,4.000120,0.000061,0.000050,16.000966,0.000057,0.000056,0.000243,0.000200,-0.000001,64.005837,0.000000,-0.000000,0.000804,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40.000000,1.000003,3.999979,0.000062,0.000052,15.999835,0.000060,0.000052,0.000248,0.000205,-0.000001,63.999015,0.000000,-0.000000,0.000815,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
