0,0,0,0,120000,1200.000000,-0.080000,-0.080000,-0.080000
-0.135585,-0.120300,-0.040739,-0.046714,0.076833,-0.034059,0.054383,-0.030116,0.034659,-0.014271,-0.023525,0.063466,-0.133268,-0.019759,-0.048893,0.050872,0.019423,-0.008725,0.041371,0.119036,0.076562,0.116227,-0.034197,0.029443,0.040426,-0.025830,-0.029760,0.060703,0.063451,0.075978,0.057387,-0.042749,-0.127282,0.102471,0.053761,-0.044689,0.100875,0.101520,0.014217,0.117720,-0.031852,-0.091887,0.012101,-0.009607,-0.056532,0.036491,-0.041142,-0.079861,-0.037090,-0.042765,0.007892,0.091843,-0.017366,0.013233,-0.026334,0.126606,-0.066050,-0.042356,-0.004442,0.050187,0.109106,0.085945,0.061255,0.007382,0.009115,-0.034350,0.096137,-0.005919,-0.032926,-0.086991,-0.183708,-0.028220,-0.038220,-0.107431,-0.000675,0.051505,0.069372,-0.031487,0.001567,-0.069730,
-0.140534,-0.176216,-0.083180,0.014691,0.206923,0.014519,0.064163,-0.178854,-0.241828,-0.106217,-0.323519,-0.172914,-0.146453,-0.061742,0.032600,0.154489,0.091912,0.090927,0.017785,0.159994,0.231854,0.059237,-0.109690,-0.180069,-0.358838,-0.176755,-0.059071,-0.104965,-0.048623,0.112304,0.080885,-0.009345,-0.030107,0.102028,0.039945,0.045084,0.058489,0.180999,0.222755,0.158503,-0.019598,-0.097081,-0.066188,-0.044135,-0.142567,-0.079122,-0.010484,-0.110616,-0.122428,-0.180221,-0.056459,0.117168,0.137186,0.118333,0.062072,-0.039522,-0.082106,-0.068967,-0.051770,0.105583,0.139736,0.011618,0.055115,0.039077,0.000542,-0.130489,-0.122571,-0.071189,-0.130208,-0.046428,-0.034995,-0.107761,-0.129717,-0.106169,-0.059431,0.093492,0.114117,-0.077199,-0.071397,-0.187461,
-0.174444,-0.120537,0.046890,0.243506,0.267122,0.124377,-0.147579,-0.079733,-0.271847,-0.306712,-0.246906,-0.311695,-0.104665,0.058453,0.188557,0.183748,0.129143,0.014249,0.162792,0.114756,0.164834,0.049312,-0.222515,-0.302718,-0.318320,-0.311081,-0.291509,-0.335471,-0.258581,-0.022205,0.031624,-0.020228,0.110158,0.112771,-0.060271,-0.151005,0.090135,0.177987,0.236646,0.210039,0.012750,-0.184386,-0.189271,-0.107256,-0.020033,-0.070700,-0.041650,-0.189712,-0.220831,-0.197827,-0.065875,-0.019805,0.052387,0.023529,-0.070150,-0.149520,-0.041001,-0.262511,-0.132409,-0.012079,-0.005107,0.066344,0.061883,-0.003077,-0.146933,-0.154477,-0.231633,-0.282160,-0.145959,-0.113068,-0.024341,-0.138039,-0.192554,-0.196289,-0.150808,-0.033119,0.009765,0.002222,-0.130930,-0.239729,
-0.174379,-0.075871,0.051998,0.259934,0.209311,0.025378,-0.106897,-0.206485,-0.238011,-0.224402,-0.267006,-0.171137,0.037592,0.139435,0.248609,0.213847,0.274071,0.137042,0.149783,0.162207,0.035431,-0.075556,-0.121847,-0.246992,-0.312686,-0.346847,-0.288929,-0.316125,-0.333929,-0.158016,0.078114,0.217097,0.152032,0.006612,0.041209,-0.110643,-0.096979,0.142852,0.292681,0.308371,0.093881,-0.164333,-0.185450,0.028460,0.065550,0.017643,-0.046514,-0.040502,-0.165597,-0.143663,-0.181206,-0.052818,0.089008,0.088563,-0.063466,-0.150217,-0.275110,-0.287247,-0.238444,-0.110880,-0.008344,0.091164,0.036675,0.024451,-0.173567,-0.192539,-0.182732,-0.247096,-0.222661,0.021429,0.018851,-0.163955,-0.177996,-0.240716,-0.151618,-0.009148,0.103855,0.090998,-0.029213,-0.109633,
-0.077314,-0.055331,0.031409,0.095017,0.197242,0.077953,-0.052031,-0.230034,-0.302832,-0.283193,-0.170190,-0.038519,0.089836,0.260184,0.298167,0.282447,0.156702,0.284306,0.193845,0.099602,0.099365,0.038457,-0.046223,-0.149345,-0.251374,-0.264962,-0.316073,-0.273657,-0.218010,-0.156683,0.108276,0.179617,0.078869,0.057061,-0.005046,-0.039370,-0.075332,0.073275,0.244853,0.220640,0.002322,-0.205489,-0.139793,0.063690,0.094138,0.027966,-0.049302,-0.015211,-0.087935,-0.062140,-0.063492,0.023263,0.052213,0.033353,-0.042869,-0.124179,-0.299260,-0.286730,-0.232221,-0.027996,0.071445,0.007359,0.029043,-0.006683,-0.127643,-0.300073,-0.202997,-0.096238,-0.131703,-0.119528,-0.098276,-0.102782,-0.198765,-0.160106,-0.156181,0.002454,0.175333,0.282370,0.136885,-0.055123,
-0.114904,-0.090828,-0.043009,0.008190,0.017085,0.028444,-0.002823,-0.151816,-0.323962,-0.369717,-0.057315,0.075882,0.139306,0.123790,0.139981,0.189844,0.119408,0.135879,0.166744,0.093429,0.085225,0.069395,0.046972,-0.111867,-0.135686,-0.200369,-0.288430,-0.289228,-0.136306,0.014129,0.014466,0.061647,0.007579,-0.055312,-0.009856,-0.049725,0.002915,0.075226,0.180205,0.234019,-0.041746,-0.187102,-0.137257,-0.022818,0.058422,0.025741,0.043432,-0.064222,-0.026059,-0.015956,0.016366,0.066166,0.088787,0.065814,-0.030231,-0.077349,-0.221253,-0.299117,-0.122666,-0.082437,0.032078,0.051816,0.055169,-0.027615,-0.108548,-0.199333,-0.237628,-0.163867,-0.092595,-0.074361,-0.005941,-0.088054,-0.145881,-0.158757,-0.111444,-0.007327,0.208379,0.262340,0.186028,0.014795,
-0.099840,-0.194112,-0.167791,-0.053929,-0.115910,-0.150975,-0.003195,-0.107445,-0.276368,-0.186746,0.040197,0.058113,0.076264,-0.053096,-0.026587,-0.021243,0.025520,0.013601,0.168620,0.150355,0.073631,0.046553,-0.029914,-0.092071,-0.037940,-0.161063,-0.238961,-0.298657,-0.154773,-0.165994,-0.125097,0.004530,0.029295,-0.037506,-0.108488,0.016278,0.065461,0.131280,0.161439,0.033212,0.056125,-0.078686,-0.116984,0.018159,0.102178,0.073176,0.046851,-0.083787,-0.154780,-0.137530,-0.028921,0.070924,0.103569,0.037551,-0.023889,-0.095853,-0.137856,-0.211866,-0.200844,-0.217799,-0.067063,0.018968,-0.005897,0.045082,-0.047882,-0.129045,-0.120338,-0.094749,-0.090956,-0.103064,-0.041340,-0.056710,-0.083766,-0.120217,-0.067864,0.023594,0.131305,0.107330,0.101225,0.036779,
-0.164302,-0.235714,-0.216121,-0.204247,-0.202468,-0.125344,-0.136175,-0.103434,-0.211588,-0.074251,0.212436,0.187826,-0.149542,-0.167448,-0.117509,-0.090510,-0.043359,-0.007788,0.073572,0.056228,0.034826,0.022756,-0.120798,-0.081715,0.007234,-0.043154,-0.226324,-0.162541,-0.219966,-0.245662,-0.040373,0.071103,0.116069,0.008721,0.058953,0.079743,0.101278,0.112321,0.049414,0.030629,0.060549,-0.029596,-0.045734,0.021291,0.040450,0.141308,0.064941,-0.143974,-0.231411,-0.197304,-0.069159,-0.037025,-0.008147,0.016633,-0.001572,-0.022501,-0.077863,-0.151864,-0.179903,-0.198777,-0.169433,-0.060043,0.043795,-0.101863,-0.034668,0.024557,0.025331,-0.095539,-0.112998,-0.115983,-0.059874,0.059271,-0.017200,-0.043440,-0.037130,0.046460,-0.015600,0.046334,-0.014694,-0.045930,
-0.171796,-0.202208,-0.279504,-0.266131,-0.165552,-0.081188,-0.128626,-0.175557,-0.168906,0.068267,0.209205,0.060050,-0.179527,-0.200301,-0.115489,-0.071711,-0.006736,0.066567,-0.036565,-0.102196,-0.088261,-0.069942,-0.137370,-0.069505,-0.013179,0.067662,-0.044671,-0.102315,-0.312432,-0.225313,-0.019291,0.121705,0.131412,0.151508,0.194582,0.018968,0.011462,0.059836,0.104772,0.055110,-0.035954,-0.005020,0.025994,0.091189,0.064272,0.057419,0.041237,-0.074041,-0.202783,-0.141724,-0.040735,0.006289,0.058998,-0.034205,0.012374,0.011995,-0.049875,-0.032964,-0.050983,-0.155155,-0.044762,0.048971,0.024574,-0.017675,-0.012698,0.066938,0.092250,0.065030,-0.114337,-0.005293,0.100449,0.156570,0.062543,-0.018940,0.069920,0.058176,-0.025319,-0.000541,-0.051747,-0.094174,
-0.117470,-0.080704,-0.168164,-0.186756,-0.115436,-0.147846,-0.088708,-0.068392,-0.056020,0.165668,0.199040,-0.091666,-0.125829,-0.081637,-0.075721,-0.030192,0.008806,0.037982,-0.060218,-0.140820,-0.117023,-0.123699,-0.129795,-0.020228,0.036449,0.069856,-0.004940,-0.141739,-0.226345,-0.219469,-0.029221,0.056702,0.107194,0.259965,0.067573,0.093681,0.058902,0.087651,0.162473,0.054591,-0.010118,-0.006969,0.087783,0.153902,0.122843,0.131729,0.071986,-0.051069,-0.122117,-0.067123,0.068140,0.136455,0.160035,0.020662,0.012962,-0.016442,-0.043187,-0.022334,-0.042272,-0.047808,-0.129701,-0.067568,-0.048558,-0.026052,-0.087614,-0.009171,0.216779,0.160775,-0.010261,0.039132,0.221713,0.082607,-0.011256,-0.025466,0.014693,-0.032719,-0.027506,-0.062948,-0.058245,-0.122563,
