0,0,0,0,120000,1200.000000,-0.080000,-0.080000,-0.080000
z,RHO,U,V,W,UU,VV,WW,UV,UW,VW,UUU,VVV,WWW,UUW,VVW,T,TT,UT,VT,WT,TTT
4.000000,1.003857,0.655529,-0.132083,0.001711,36.503588,99.184711,0.642581,0.052659,-0.012350,-0.006698,30.494659,-11.382053,-0.409594,-7.544285,-10.578308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.000000,1.003628,0.646267,-0.112301,0.005566,31.145871,93.879497,3.537683,-0.015895,-0.048569,-0.035711,26.831451,-2.405361,-4.636533,-16.043511,-23.553935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.000000,1.003464,0.646139,-0.110867,0.009660,29.145366,91.252050,5.511295,-0.053072,-0.084118,-0.060373,24.705780,-3.778623,-7.990128,-20.548840,-31.229488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.000000,1.003354,0.664831,-0.108022,0.013671,28.064420,89.490889,6.706770,-0.058846,-0.112824,-0.073833,24.784113,-5.777232,-10.336729,-23.039494,-36.282162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.000000,1.003260,0.700981,-0.098643,0.017512,27.032889,87.760096,7.593804,-0.041245,-0.134230,-0.092996,26.346382,-5.036224,-12.021338,-24.131858,-39.050174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.000000,1.003178,0.739606,-0.089124,0.021510,25.918848,85.857421,8.264873,-0.015393,-0.162071,-0.112282,27.923569,-4.918917,-13.140936,-23.847260,-39.713974,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.000000,1.003106,0.782592,-0.079216,0.025226,24.739466,83.811633,8.802450,-0.039030,-0.199324,-0.128268,29.399184,-4.803424,-13.923207,-22.392922,-38.186995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18.000000,1.003041,0.826598,-0.068553,0.028857,23.403495,81.540987,9.245638,-0.079418,-0.238576,-0.141537,31.000695,-4.945815,-14.702204,-20.049674,-34.674932,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20.000000,1.002981,0.882761,-0.061013,0.032096,21.990299,79.239972,9.640385,-0.088553,-0.276064,-0.145885,33.091612,-5.962295,-15.303788,-17.456648,-29.415872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22.000000,1.002923,0.947068,-0.054765,0.035017,20.507261,76.672761,10.059933,-0.059598,-0.318738,-0.150260,35.572966,-8.081172,-16.316761,-14.648403,-23.262314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.000000,1.002859,1.030168,-0.053777,0.037353,19.045868,74.377187,10.575553,-0.027704,-0.365977,-0.153439,39.126453,-9.923217,-17.579177,-12.266933,-17.004365,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26.000000,1.002785,1.123366,-0.052677,0.039519,17.565808,71.958236,11.269914,-0.008260,-0.422341,-0.149534,43.089465,-11.197114,-19.224240,-10.060572,-12.270926,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28.000000,1.002691,1.237666,-0.055076,0.041272,16.146470,70.141260,12.299025,-0.009024,-0.480716,-0.135026,47.105480,-12.329294,-19.586908,-8.780965,-8.228996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30.000000,1.002549,1.350355,-0.055302,0.042899,15.095419,67.948175,14.049045,-0.014944,-0.551239,-0.100701,49.476083,-10.683670,-16.778991,-9.662292,-8.384972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32.000000,1.002358,1.481283,-0.060940,0.044159,14.196031,66.702372,16.497701,-0.024076,-0.608624,-0.055657,51.885422,-8.272036,-12.732362,-9.708466,-5.840308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.000000,1.002195,1.646400,-0.068501,0.045386,13.272775,65.113929,18.702176,-0.009890,-0.672365,0.005034,54.432441,-8.381719,15.022710,-7.280162,-30.958322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36.000000,1.001751,1.703118,-0.094595,0.043300,13.161801,86.868496,14.644884,-0.066109,-0.631614,0.083547,57.120681,3.561887,39.474419,-4.742825,-71.600113,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38.000000,1.001928,2.040521,-0.071233,0.048922,14.985718,95.044740,12.373029,-0.086189,-0.691429,0.145873,76.515299,19.980900,33.507802,-4.129407,-50.265212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40.000000,1.002085,2.207517,-0.045425,0.050437,14.895981,85.608960,10.296848,-0.010877,-0.659864,0.118532,80.792907,15.860415,18.258084,-1.639475,-10.027393,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42.000000,1.002217,2.450554,-0.028435,0.051144,15.649591,83.439554,8.622649,0.061061,-0.637768,0.157931,90.577747,14.317067,8.220481,-0.731797,-13.529725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
44.000000,1.002300,2.598370,-0.010417,0.051311,16.129080,80.132427,7.542671,0.119185,-0.669940,0.159457,96.405099,15.697904,4.360535,0.090789,-12.685802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
46.000000,1.002369,2.855892,0.003528,0.051679,16.938416,77.681774,6.643407,0.208965,-0.582474,0.190847,103.595460,17.106041,0.946155,0.183059,-13.040072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
48.000000,1.002431,2.909998,0.015570,0.051555,18.256179,76.121694,5.832504,0.183365,-0.680848,0.206208,117.550231,24.578037,-1.916612,1.798469,-13.131349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
50.000000,1.002469,3.310819,0.064044,0.051513,15.289292,75.196670,5.318916,0.163770,-0.481589,0.237670,81.351036,41.688450,-3.900572,0.738337,-16.451781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
52.000000,1.002481,3.960888,0.124051,0.054022,16.094113,73.271985,5.134868,0.474803,0.130489,0.291132,66.956754,55.082696,-4.034073,0.321606,-20.177241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54.000000,1.002486,4.005067,0.126620,0.058470,16.129731,71.364311,5.021993,0.506996,0.255616,0.320143,65.310976,53.694764,-3.941008,1.112694,-18.772318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
56.000000,1.002485,3.999405,0.126182,0.061123,16.020210,70.999947,4.969290,0.503781,0.245453,0.341458,64.270309,53.719859,-3.874993,0.978792,-17.925558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
